from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0003,8,2,constant_with_warmup,1944,,25,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr3e-4_constant_with_warmup_adamw_wd1e-03_1944_mem25/run_2,0.0,0.807692289352417,0.0,0.9285714030265808,0.0,1.0,0.5909090638160706,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_922_mem50/run_1,0.9019607901573181,0.7555555701255798,0.9583333134651184,0.9285714030265808,0.8518518805503845,0.692307710647583,0.9242424368858337,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_922_mem50/run_2,0.9230769276618958,0.7636363506317139,0.9599999785423279,1.0,0.8888888955116272,0.807692289352417,0.939393937587738,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_922_mem50/run_1,0.9200000166893005,0.800000011920929,1.0,0.9473684430122375,0.8518518805503845,0.807692289352417,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_922_mem50/run_2,0.9411764740943909,0.7924528121948242,1.0,1.0,0.8888888955116272,0.807692289352417,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_922_mem50/run_1,0.9200000166893005,0.8301886916160583,1.0,1.0,0.8518518805503845,0.8461538553237915,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_922_mem50/run_2,0.9411764740943909,0.8163265585899353,1.0,0.9444444179534912,0.8888888955116272,0.807692289352417,0.9545454382896423,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_922_mem50/run_1,0.9090909361839294,0.807692289352417,0.8928571343421936,1.0,0.9259259104728699,0.8846153616905212,0.9242424368858337,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,922,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_922_mem50/run_2,0.8846153616905212,0.8571428656578064,0.9200000166893005,0.9444444179534912,0.8518518805503845,0.8461538553237915,0.9090909361839294,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1383_mem50/run_1,0.8846153616905212,0.7857142686843872,0.9200000166893005,0.9166666865348816,0.8518518805503845,0.8461538553237915,0.9090909361839294,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1383_mem50/run_2,0.9056603908538818,0.7719298005104065,0.9230769276618958,0.8571428656578064,0.8888888955116272,0.8461538553237915,0.9242424368858337,0.796875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1383_mem50/run_1,0.9019607901573181,0.8301886916160583,0.9583333134651184,0.9473684430122375,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1383_mem50/run_2,0.8979591727256775,0.7868852615356445,1.0,0.8095238208770752,0.8148148059844971,0.9230769276618958,0.9242424368858337,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1383_mem50/run_1,0.9019607901573181,0.8148148059844971,0.9583333134651184,0.9333333373069763,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1383_mem50/run_2,0.9433962106704712,0.7857142686843872,0.9615384340286255,0.8095238208770752,0.9259259104728699,0.8846153616905212,0.9545454382896423,0.8125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1383_mem50/run_1,0.9056603908538818,0.8333333134651184,0.9230769276618958,0.9230769276618958,0.8888888955116272,0.9230769276618958,0.9242424368858337,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1383,,50,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1383_mem50/run_2,0.9056603908538818,0.8333333134651184,0.9230769276618958,0.8888888955116272,0.8888888955116272,0.9615384340286255,0.9242424368858337,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1012_mem5/run_1,0.9411764740943909,0.7843137383460999,1.0,1.0,0.8888888955116272,0.7692307829856873,0.9545454382896423,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1012_mem5/run_2,0.9230769276618958,0.7659574747085571,0.9599999785423279,1.0,0.8888888955116272,0.7307692170143127,0.939393937587738,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1012_mem5/run_1,0.9230769276618958,0.8461538553237915,0.9599999785423279,0.9444444179534912,0.8888888955116272,0.8461538553237915,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1012_mem5/run_2,0.9230769276618958,0.8399999737739563,0.9599999785423279,0.9411764740943909,0.8888888955116272,0.807692289352417,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1012_mem5/run_1,0.9230769276618958,0.8181818127632141,0.9599999785423279,1.0,0.8888888955116272,0.8461538553237915,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1012_mem5/run_2,0.9230769276618958,0.8163265585899353,0.9599999785423279,1.0,0.8888888955116272,0.8461538553237915,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1012_mem5/run_1,0.9230769276618958,0.8510638475418091,0.9599999785423279,0.9523809552192688,0.8888888955116272,0.8461538553237915,0.939393937587738,0.890625
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1012,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1012_mem5/run_2,0.9200000166893005,0.7916666865348816,1.0,1.0,0.8518518805503845,0.9615384340286255,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1518_mem5/run_1,0.8571428656578064,0.7555555701255798,0.9545454382896423,0.9230769276618958,0.7777777910232544,0.6538461446762085,0.8939393758773804,0.828125
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,linear,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_linear_adamw_wd1e-03_1518_mem5/run_2,0.8799999952316284,0.8333333134651184,0.95652174949646,0.9090909361839294,0.8148148059844971,0.8461538553237915,0.9090909361839294,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1518_mem5/run_1,0.9230769276618958,0.8260869383811951,0.9599999785423279,0.949999988079071,0.8888888955116272,0.8461538553237915,0.939393937587738,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,8,2,constant_with_warmup,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1518_mem5/run_2,0.9230769276618958,0.8163265585899353,0.9599999785423279,0.8695651888847351,0.8888888955116272,0.8461538553237915,0.939393937587738,0.859375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1518_mem5/run_1,0.9411764740943909,0.8518518805503845,1.0,0.9285714030265808,0.8888888955116272,0.8846153616905212,0.9545454382896423,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,linear,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_linear_adamw_wd1e-03_1518_mem5/run_2,0.9411764740943909,0.8333333134651184,1.0,0.9090909361839294,0.8888888955116272,0.7692307829856873,0.9545454382896423,0.875
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1518_mem5/run_1,0.8679245114326477,0.8148148059844971,0.8846153616905212,1.0,0.8518518805503845,0.8846153616905212,0.8939393758773804,0.84375
facebook/bart-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,8,2,constant_with_warmup,1518,,5,../runs/finetune/gridsearch/hyperpartisan_news_detection/facebook/bart-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1518_mem5/run_2,0.9019607901573181,0.800000011920929,0.9583333134651184,1.0,0.8518518805503845,0.807692289352417,0.9242424368858337,0.859375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1497,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_5,0.9230769276618958,0.6976743936538696,0.9599999785423279,0.8823529481887817,0.8888888955116272,0.7692307829856873,0.939393937587738,0.796875
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_5,0.9411764740943909,0.807692289352417,1.0,0.9230769276618958,0.8888888955116272,0.807692289352417,0.9545454382896423,0.84375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,linear,1497,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_5,0.8846153616905212,0.7555555701255798,0.9200000166893005,0.8947368264198303,0.8518518805503845,1.0,0.9090909361839294,0.828125
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,constant_with_warmup,1497,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_5,0.9230769276618958,0.7916666865348816,0.9599999785423279,1.0,0.8888888955116272,1.0,0.939393937587738,0.84375
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1996,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996_mem10/run_5,0.9019607901573181,0.7636363506317139,0.9583333134651184,1.0,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.8125
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr1e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_5,0.9411764740943909,0.7272727489471436,1.0,0.9090909361839294,0.8888888955116272,0.7692307829856873,0.9545454382896423,0.765625
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,linear,1996,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1996_mem10/run_5,0.9411764740943909,0.7755101919174194,1.0,0.9333333373069763,0.8888888955116272,1.0,0.9545454382896423,0.828125
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,constant_with_warmup,1996,,10,../runs/finetune/gridsearch/hyperpartisan_news_detection/bert-base-cased/lr5e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10/run_5,0.9433962106704712,0.739130437374115,0.9615384340286255,0.9375,0.9259259104728699,1.0,0.9545454382896423,0.8125
