from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,model_path,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy,f1,best_valid_f1,precision,best_valid_precision,recall,best_valid_recall,accuracy,best_valid_accuracy
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,constant_with_warmup,1503,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_constant_with_warmup_adamw_wd1e-03_1503_mem10/run_1,0.9615384340286255,0.7307692170143127,1.0,0.7727272510528564,0.9259259104728699,0.7307692170143127,0.970588207244873,0.78125,0.9615384340286255,0.7307692170143127,1.0,0.7727272510528564,0.9259259104728699,0.7307692170143127,0.970588207244873,0.78125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1233,,100.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_1233_mem100/run_3,0.9019607901573181,0.800000011920929,0.9583333134651184,0.8333333134651184,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.828125,0.9019607901573181,0.800000011920929,0.9583333134651184,0.8333333134651184,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.828125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1233,,100.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_1233_mem100/run_2,0.9615384340286255,0.7407407164573669,1.0,0.8095238208770752,0.9259259104728699,0.7692307829856873,0.9696969985961914,0.796875,0.9615384340286255,0.7407407164573669,1.0,0.8095238208770752,0.9259259104728699,0.7692307829856873,0.9696969985961914,0.796875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1233,,100.0,../runs/finetune//t5-base/lr1e-04_linear_adamw_wd1e-03_1233_mem100/run_1,0.9019607901573181,0.7599999904632568,0.9583333134651184,0.7916666865348816,0.8518518805503845,0.807692289352417,0.9242424368858337,0.8125,0.9019607901573181,0.7599999904632568,0.9583333134651184,0.7916666865348816,0.8518518805503845,0.807692289352417,0.9242424368858337,0.8125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1002,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_2,0.9433962106704712,0.800000011920929,0.9615384340286255,0.8999999761581421,0.9259259104728699,0.7692307829856873,0.9558823704719543,0.84375,0.9433962106704712,0.800000011920929,0.9615384340286255,0.8999999761581421,0.9259259104728699,0.7692307829856873,0.9558823704719543,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,4,constant_with_warmup,1002,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,0.9230769276618958,0.8163265585899353,0.9599999785423279,0.9047619104385376,0.8888888955116272,0.7692307829856873,0.9411764740943909,0.859375,0.9230769276618958,0.8163265585899353,0.9599999785423279,0.9047619104385376,0.8888888955116272,0.7692307829856873,0.9411764740943909,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_2,0.9230769276618958,0.800000011920929,0.9599999785423279,0.8636363744735718,0.8888888955116272,0.807692289352417,0.9411764740943909,0.84375,0.9230769276618958,0.800000011920929,0.9599999785423279,0.8636363744735718,0.8888888955116272,0.807692289352417,0.9411764740943909,0.84375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_2,0.9433962106704712,0.8571428656578064,0.9615384340286255,0.9130434989929199,0.9259259104728699,0.807692289352417,0.9545454382896423,0.890625,0.9433962106704712,0.8571428656578064,0.9615384340286255,0.9130434989929199,0.9259259104728699,0.807692289352417,0.9545454382896423,0.890625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,5e-05,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr5e-05_linear_adamw_wd1e-03_998_mem10/run_1,0.9019607901573181,0.8399999737739563,0.9583333134651184,0.9047619104385376,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.875,0.9019607901573181,0.8399999737739563,0.9583333134651184,0.9047619104385376,0.8518518805503845,0.8461538553237915,0.9242424368858337,0.875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_2,0.6428571343421936,0.6666666865348816,0.6206896305084229,0.6428571343421936,0.6666666865348816,0.692307710647583,0.6969696879386902,0.71875,0.6428571343421936,0.6666666865348816,0.6206896305084229,0.6428571343421936,0.6666666865348816,0.692307710647583,0.6969696879386902,0.71875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_2,0.6122449040412903,0.6666666865348816,0.6818181872367859,0.6800000071525574,0.5555555820465088,0.6538461446762085,0.720588207244873,0.734375,0.6122449040412903,0.6666666865348816,0.6818181872367859,0.6800000071525574,0.5555555820465088,0.6538461446762085,0.720588207244873,0.734375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,1497,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10/run_1,0.6274510025978088,0.6545454263687134,0.6666666865348816,1.0,0.5925925970077515,0.692307710647583,0.7121211886405945,0.703125,0.6274510025978088,0.6545454263687134,0.6666666865348816,1.0,0.5925925970077515,0.692307710647583,0.7121211886405945,0.703125
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_998_mem10/run_2,0.9230769276618958,0.8260869383811951,0.9599999785423279,0.949999988079071,0.8888888955116272,0.807692289352417,0.9411764740943909,0.875,0.9230769276618958,0.8260869383811951,0.9599999785423279,0.949999988079071,0.8888888955116272,0.807692289352417,0.9411764740943909,0.875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_998_mem10/run_2,0.9230769276618958,0.8399999737739563,0.9599999785423279,0.9090909361839294,0.8888888955116272,0.807692289352417,0.939393937587738,0.875,0.9230769276618958,0.8399999737739563,0.9599999785423279,0.9090909361839294,0.8888888955116272,0.807692289352417,0.939393937587738,0.875
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_998_mem10/run_1,0.9230769276618958,0.8163265585899353,0.9599999785423279,0.8695651888847351,0.8888888955116272,0.7692307829856873,0.939393937587738,0.859375,0.9230769276618958,0.8163265585899353,0.9599999785423279,0.8695651888847351,0.8888888955116272,0.7692307829856873,0.939393937587738,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,998,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_2,0.7843137383460999,0.7169811129570007,0.8333333134651184,0.7037037014961243,0.7407407164573669,0.7307692170143127,0.8333333134651184,0.765625,0.7843137383460999,0.7169811129570007,0.8333333134651184,0.7037037014961243,0.7407407164573669,0.7307692170143127,0.8333333134651184,0.765625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,998,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_2,0.7857142686843872,0.7272727489471436,0.7586206793785095,0.7037037014961243,0.8148148059844971,0.7692307829856873,0.8235294222831726,0.765625,0.7857142686843872,0.7272727489471436,0.7586206793785095,0.7037037014961243,0.8148148059844971,0.7692307829856873,0.8235294222831726,0.765625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,4,linear,998,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_2,,0.0,,0.0,,0.0,,0.59375,,0.0,,0.0,,0.0,,0.59375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_998_mem10/run_1,0.6666666865348816,0.7272727489471436,0.6666666865348816,0.6896551847457886,0.6666666865348816,0.7692307829856873,0.7272727489471436,0.765625,0.6666666865348816,0.7272727489471436,0.6666666865348816,0.6896551847457886,0.6666666865348816,0.7692307829856873,0.7272727489471436,0.765625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,1e-05,1,2,linear,918,,50.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_1,0.7547169923782349,0.7058823704719543,0.7692307829856873,1.0,0.7407407164573669,0.692307710647583,0.8030303120613098,0.765625,0.7547169923782349,0.7058823704719543,0.7692307829856873,1.0,0.7407407164573669,0.692307710647583,0.8030303120613098,0.765625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,4,linear,1002,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_2,0.9433962106704712,0.8571428656578064,0.9615384340286255,0.949999988079071,0.9259259104728699,0.8461538553237915,0.9558823704719543,0.890625,0.9433962106704712,0.8571428656578064,0.9615384340286255,0.949999988079071,0.9259259104728699,0.8461538553237915,0.9558823704719543,0.890625
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1002,,10.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_1,0.9056603908538818,0.800000011920929,0.9230769276618958,0.9473684430122375,0.8888888955116272,0.7307692170143127,0.9242424368858337,0.859375,0.9056603908538818,0.800000011920929,0.9230769276618958,0.9473684430122375,0.8888888955116272,0.7307692170143127,0.9242424368858337,0.859375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1002,,10.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_1,,0.0,,0.0,,0.0,,0.59375,,0.0,,0.0,,0.0,,0.59375
t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0001,1,2,linear,1002,,10.0,../runs/finetune/hyperpartisan_news_detection/t5-base/lr1e-04_linear_adamw_wd1e-03_1002_mem10/run_1,0.9230769276618958,0.7924528121948242,0.9599999785423279,0.8571428656578064,0.8888888955116272,0.807692289352417,0.9411764740943909,0.828125,0.9230769276618958,0.7924528121948242,0.9599999785423279,0.8571428656578064,0.8888888955116272,0.807692289352417,0.9411764740943909,0.828125
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_2,0.9811320900917053,0.8235294222831726,1.0,0.9444444179534912,0.9629629850387573,1.0,0.9852941036224365,0.859375,0.9811320900917053,0.8235294222831726,1.0,0.9444444179534912,0.9629629850387573,1.0,0.9852941036224365,0.859375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_2,0.9818181991577148,0.8163265585899353,0.9642857313156128,1.0,1.0,1.0,0.9852941036224365,0.859375,0.9818181991577148,0.8163265585899353,0.9642857313156128,1.0,1.0,1.0,0.9852941036224365,0.859375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_1,0.9811320900917053,0.800000011920929,1.0,0.8999999761581421,0.9629629850387573,1.0,0.9852941036224365,0.84375,0.9811320900917053,0.800000011920929,1.0,0.8999999761581421,0.9629629850387573,1.0,0.9852941036224365,0.84375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_1,0.9433962106704712,0.8627451062202454,0.9615384340286255,0.9375,0.9259259104728699,0.8461538553237915,0.9558823704719543,0.890625,0.9433962106704712,0.8627451062202454,0.9615384340286255,0.9375,0.9259259104728699,0.8461538553237915,0.9558823704719543,0.890625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,1497,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_4,0.9433962106704712,0.782608687877655,0.9615384340286255,1.0,0.9259259104728699,1.0,0.9558823704719543,0.84375,0.9433962106704712,0.782608687877655,0.9615384340286255,1.0,0.9259259104728699,1.0,0.9558823704719543,0.84375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,998,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,,0.875,,1.0,,1.0,,0.90625,,0.875,,1.0,,1.0,,0.90625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_512_mem10/run_2,,0.8260869383811951,,0.949999988079071,,1.0,,0.875,,0.8260869383811951,,0.949999988079071,,1.0,,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_512_mem10/run_2,,0.8399999737739563,,0.875,,1.0,,0.875,,0.8399999737739563,,0.875,,1.0,,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_512_mem10/run_1,0.9811320900917053,0.8333333134651184,1.0,0.949999988079071,0.9629629850387573,1.0,0.9852941036224365,0.875,0.9811320900917053,0.8333333134651184,1.0,0.949999988079071,0.9629629850387573,1.0,0.9852941036224365,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1497,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10/run_4,0.9411764740943909,0.7599999904632568,1.0,0.9375,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.8125,0.9411764740943909,0.7599999904632568,1.0,0.9375,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.8125
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_3,0.9615384340286255,0.8421052694320679,1.0,1.0,0.9259259104728699,0.9230769276618958,0.970588207244873,0.859375,0.9615384340286255,0.8421052694320679,1.0,1.0,0.9259259104728699,0.9230769276618958,0.970588207244873,0.859375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,998,,10.0,../../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_998_mem10/run_1,0.9200000166893005,0.7924528121948242,1.0,0.9333333373069763,0.8518518805503845,1.0,0.9411764740943909,0.828125,0.9200000166893005,0.7924528121948242,1.0,0.9333333373069763,0.8518518805503845,1.0,0.9411764740943909,0.828125
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_972_mem10_seg256/run_2,0.9615384340286255,0.8627451062202454,1.0,0.9523809552192688,0.9259259104728699,1.0,0.970588207244873,0.890625,0.9615384340286255,0.8627451062202454,1.0,0.9523809552192688,0.9259259104728699,1.0,0.970588207244873,0.890625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_972_mem10_seg256/run_1,0.9433962106704712,0.8399999737739563,0.9615384340286255,0.949999988079071,0.9259259104728699,0.807692289352417,0.9558823704719543,0.875,0.9433962106704712,0.8399999737739563,0.9615384340286255,0.949999988079071,0.9259259104728699,0.807692289352417,0.9558823704719543,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_972_mem10_seg256/run_1,0.9615384340286255,0.8627451062202454,1.0,0.9473684430122375,0.9259259104728699,1.0,0.970588207244873,0.890625,0.9615384340286255,0.8627451062202454,1.0,0.9473684430122375,0.9259259104728699,1.0,0.970588207244873,0.890625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,1497,,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10/run_4,0.9615384340286255,0.800000011920929,1.0,1.0,0.9259259104728699,0.8846153616905212,0.970588207244873,0.84375,0.9615384340286255,0.800000011920929,1.0,1.0,0.9259259104728699,0.8846153616905212,0.970588207244873,0.84375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10/run_3,0.9615384340286255,0.8571428656578064,1.0,1.0,0.9259259104728699,0.807692289352417,0.970588207244873,0.890625,0.9615384340286255,0.8571428656578064,1.0,1.0,0.9259259104728699,0.807692289352417,0.970588207244873,0.890625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10/run_2,0.9411764740943909,0.8235294222831726,1.0,1.0,0.8888888955116272,1.0,0.9558823704719543,0.875,0.9411764740943909,0.8235294222831726,1.0,1.0,0.8888888955116272,1.0,0.9558823704719543,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,../runs/finetune/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10/run_4,0.9411764740943909,0.800000011920929,1.0,0.875,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.84375,0.9411764740943909,0.800000011920929,1.0,0.875,0.8888888955116272,0.7692307829856873,0.9558823704719543,0.84375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_2,0.9811320900917053,0.8260869383811951,1.0,1.0,0.9629629850387573,1.0,0.9852941036224365,0.875,0.9811320900917053,0.8260869383811951,1.0,1.0,0.9629629850387573,1.0,0.9852941036224365,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_2,0.9629629850387573,0.7843137383460999,0.9629629850387573,0.9333333373069763,0.9629629850387573,0.7692307829856873,0.970588207244873,0.828125,0.9629629850387573,0.7843137383460999,0.9629629850387573,0.9333333373069763,0.9629629850387573,0.7692307829856873,0.970588207244873,0.828125
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_1,0.9818181991577148,0.8333333134651184,0.9642857313156128,1.0,1.0,0.9615384340286255,0.9852941036224365,0.875,0.9818181991577148,0.8333333134651184,0.9642857313156128,1.0,1.0,0.9615384340286255,0.9852941036224365,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_486_mem10_seg256/run_1,0.9230769276618958,0.8163265585899353,0.9599999785423279,1.0,0.8888888955116272,0.9230769276618958,0.9411764740943909,0.859375,0.9230769276618958,0.8163265585899353,0.9599999785423279,1.0,0.8888888955116272,0.9230769276618958,0.9411764740943909,0.859375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_972_mem10_seg256/run_2,0.9615384340286255,0.8461538553237915,1.0,0.949999988079071,0.9259259104728699,0.8461538553237915,0.970588207244873,0.875,0.9615384340286255,0.8461538553237915,1.0,0.949999988079071,0.9259259104728699,0.8461538553237915,0.970588207244873,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_972_mem10_seg256/run_1,0.9433962106704712,0.875,0.9615384340286255,0.9545454382896423,0.9259259104728699,0.8846153616905212,0.9558823704719543,0.90625,0.9433962106704712,0.875,0.9615384340286255,0.9545454382896423,0.9259259104728699,0.8846153616905212,0.9558823704719543,0.90625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,972,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_972_mem10_seg256/run_1,0.9615384340286255,0.8399999737739563,1.0,0.9090909361839294,0.9259259104728699,1.0,0.970588207244873,0.875,0.9615384340286255,0.8399999737739563,1.0,0.9090909361839294,0.9259259104728699,1.0,0.970588207244873,0.875
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_486_mem10_seg256/run_2,0.9230769276618958,0.875,0.9599999785423279,1.0,0.8888888955116272,1.0,0.9411764740943909,0.90625,0.9230769276618958,0.875,0.9599999785423279,1.0,0.8888888955116272,1.0,0.9411764740943909,0.90625
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_486_mem10_seg256/run_2,0.9019607901573181,0.7924528121948242,0.9583333134651184,0.9411764740943909,0.8518518805503845,1.0,0.9264705777168274,0.84375,0.9019607901573181,0.7924528121948242,0.9583333134651184,0.9411764740943909,0.8518518805503845,1.0,0.9264705777168274,0.84375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_486_mem10_seg256/run_1,0.9454545378684998,0.8163265585899353,0.9285714030265808,1.0,0.9629629850387573,0.8846153616905212,0.9558823704719543,0.859375,0.9454545378684998,0.8163265585899353,0.9285714030265808,1.0,0.9629629850387573,0.8846153616905212,0.9558823704719543,0.859375
microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,constant_with_warmup,486,256.0,10.0,../runs/finetune/gridsearch/hyperpartisan_news_detection/microsoft/deberta-v3-base/lr5e-05_constant_with_warmup_adamw_wd1e-03_486_mem10_seg256/run_1,0.9629629850387573,0.8399999737739563,0.9629629850387573,1.0,0.9629629850387573,1.0,0.970588207244873,0.875,0.9629629850387573,0.8399999737739563,0.9629629850387573,1.0,0.9629629850387573,1.0,0.970588207244873,0.875
