task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,input_seg_size,num_mem_tokens,segment_ordering,padding_side,model_path,sum_loss,inter_layer_memory,num_steps,best_valid_exact_match
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.001,16,2,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr1e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10_sum_loss__bs16x1x2/run_1,True,,3000,73.50669860839844
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,2,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_3,False,,3000,57.80350112915039
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_2,True,,3000,73.75
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_2,True,,3000,69.03849792480469
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_1,True,,3000,72.01920318603516
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_1,True,,3000,73.36540222167969
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,2,linear,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_linear_adamw_wd1e-03_972_mem25/run_4,False,,3000,58.381500244140625
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.001,1,4,linear,1503,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr1e-03_linear_adamw_wd1e-03_1503_mem10/run_2,True,,3000,72.11540222167969
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.001,1,4,linear,1503,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr1e-03_linear_adamw_wd1e-03_1503_mem10/run_1,True,,3000,74.03849792480469
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,2,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_3,False,,3000,68.6897964477539
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_2,True,,3000,69.51920318603516
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,True,,3000,73.26920318603516
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,4,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_1,True,,3000,73.94229888916016
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.002,1,2,constant_with_warmup,1002,,10.0,,,../runs/finetune/debug/contract_nli/t5-base/lr2e-03_constant_with_warmup_adamw_wd1e-03_1002_mem10/run_4,False,,3000,56.262001037597656
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,1,2,constant_with_warmup,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_3,False,,3000,71.48359680175781
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,1,2,constant_with_warmup,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_2,True,,3000,70.32759857177734
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,1,2,constant_with_warmup,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,True,,3000,57.99610137939453
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,1,2,constant_with_warmup,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_1,True,,3000,58.75
contract_nli,t5-base,,modeling_rmt_enc_dec:RMTEncoderDecoderForConditionalGeneration,encoder-decoder,0.0005,1,2,constant_with_warmup,972,,25.0,,,../runs/finetune/debug/contract_nli/t5-base/lr5e-04_constant_with_warmup_adamw_wd1e-03_972_mem25/run_4,False,,3000,70.80919647216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem10_bidir/run_1,True,False,3700,72.88461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_1497_mem10_sum_loss/run_2,True,,400,49.42307662963867
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50_sum_loss/run_2,True,,5000,71.4836196899414
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50_sum_loss/run_1,True,,5000,64.35453033447266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,890,,64.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem64_sl/run_2,True,False,5000,73.65384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,890,,64.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem64_sl/run_1,True,False,5000,68.17308044433594
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_bidir/run_1,True,False,5000,66.63461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,8e-06,1,4,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr8e-06_linear_adamw_wd1e-03__mem10_sl/run_2,True,False,5000,75.28845977783203
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,8e-06,1,4,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr8e-06_linear_adamw_wd1e-03__mem10_sl/run_1,True,False,5000,70.19230651855469
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,998,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem0/run_2,True,False,5000,59.055877685546875
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,998,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem0/run_1,True,False,5000,57.707130432128906
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,linear,998,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_998_mem10_sum_loss/run_3,True,,0,40.67307662963867
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,2,linear,998,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr5e-05_linear_adamw_wd1e-03_998_mem10_sum_loss/run_3,True,,2700,50.09634017944336
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,repeat_first,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_repeat_first/run_2,True,False,0,50.19230651855469
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,986,,16.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem16_sl/run_2,True,False,5000,74.80769348144531
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,986,,16.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem16_sl/run_1,True,False,5000,73.65384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,499,,10.0,repeat_first,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem10_sl_warmup1000/run_1,True,False,5000,74.13461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,499,,10.0,repeat_first,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem10_sl_warmup1000/run_1,True,False,0,40.67307662963867
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_bidir/run_1,True,False,4900,70.67308044433594
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_bidir/run_1,True,False,5000,67.01923370361328
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1010,,4.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem4_sl/run_2,True,False,5000,74.13461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1010,,4.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem4_sl/run_1,True,False,5000,74.42308044433594
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,repeat_first,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_repeat_first/run_2,True,False,5000,73.75
contract_nli,microsoft/deberta-v3-base,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,repeat_first,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_repeat_first/run_2,True,False,5000,73.46154022216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_sum_loss/run_3,True,,5000,73.36538696289062
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_sum_loss/run_2,True,,5000,72.30769348144531
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem10_sum_loss/run_4,True,,5000,69.23076629638672
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,918,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_918_mem50_sum_loss/run_2,True,,5000,73.50674438476562
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,918,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_918_mem50_sum_loss/run_1,True,,5000,72.9287109375
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,repeat_first,right,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_repeat_first_pad_right_sl/run_1,True,False,0,50.19230651855469
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50/run_2,False,,5000,56.92307662963867
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1377_mem50/run_1,False,,5000,57.21154022216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_sum_loss/run_3,True,,5000,67.40384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_sum_loss/run_2,True,,5000,67.88461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem10_sum_loss/run_4,True,,5000,60.96154022216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,998,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem10_sum_loss/run_3,True,,5000,73.60308074951172
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,998,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_998_mem10_sum_loss/run_4,True,,5000,74.95182800292969
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1016,,1.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem1_sl/run_2,True,False,5000,72.40384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1016,,1.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem1_sl/run_1,True,False,5000,73.65384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-06,1,4,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr5e-06_linear_adamw_wd1e-03__mem10_sl/run_1,True,False,5000,69.71154022216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10_sum_loss/run_3,True,,5000,72.5
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1497,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1497_mem10_sum_loss/run_2,True,,5000,73.46154022216797
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,8,2,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_3,True,False,5000,71.96531677246094
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,8,2,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_3,True,False,100,50.09634017944336
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,1,4,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_2,True,False,3100,72.40384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,8,2,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_5,True,False,5000,73.89209747314453
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,1,4,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_1,True,False,5000,75.38461303710938
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1.5e-05,8,2,linear,998,,10.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr15e-06_linear_adamw_wd1e-03__mem10_sl/run_4,True,False,5000,73.50674438476562
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1936,,25.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1936_mem25_sum_loss/run_3,True,,5000,67.11538696289062
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1936,,25.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1936_mem25_sum_loss/run_2,True,,5000,62.78845977783203
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1497,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem0/run_2,True,False,5000,57.41810989379883
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1497,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1497_mem0/run_1,True,False,5000,56.26204299926758
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1996,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem0/run_2,True,False,5000,56.06936264038086
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1996,,0.0,regular,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_1996_mem0/run_1,True,False,5000,56.16570281982422
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1452,,25.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1452_mem25_sum_loss/run_3,True,,5000,72.59615325927734
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1452,,25.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1452_mem25_sum_loss/run_2,True,,5000,72.30769348144531
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1002,,8.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem8_sl/run_2,True,False,5000,73.75
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1002,,8.0,regular,left,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03__mem8_sl/run_1,True,False,5000,75.0
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,918,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_2,False,,5000,72.30769348144531
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,918,,50.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_linear_adamw_wd1e-03_918_mem50/run_1,False,,5000,72.40384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1996,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10_sum_loss/run_3,True,,5000,66.15384674072266
contract_nli,microsoft/deberta-v3-base,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,constant_with_warmup,1996,,10.0,,,../runs/finetune/debug/contract_nli/microsoft/deberta-v3-base/lr1e-05_constant_with_warmup_adamw_wd1e-03_1996_mem10_sum_loss/run_2,True,,5000,69.13461303710938
contract_nli,bert-base-cased,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10.0,repeat_first,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998_mem10_repeat_first/run_3,True,False,5000,72.01923370361328
contract_nli,bert-base-cased,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10.0,repeat_first,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998_mem10_repeat_first/run_2,True,False,5000,70.76923370361328
contract_nli,bert-base-cased,,transformers:BertForSequenceClassification,encoder,1e-05,8,2,linear,512,,,,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_512_mem/run_1,,,5000,70.90558624267578
contract_nli,bert-base-cased,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998_mem10_bidir/run_2,True,False,5000,72.5
contract_nli,bert-base-cased,,modeling_rmt_debug:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,998,,10.0,bidirectional,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998_mem10_bidir/run_1,True,False,5000,71.63461303710938
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,4,linear,1497,,10.0,,,../runs/finetune/debug/contract_nli/bert-base-cased/lr5e-05_linear_adamw_wd1e-03_1497_mem10_sum_loss/run_2,True,,5000,72.69230651855469
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1377_mem50_sum_loss/run_2,True,,5000,73.41040802001953
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1377,,50.0,,,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1377_mem50_sum_loss/run_1,True,,5000,71.4836196899414
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,890,,64.0,regular,left,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03__mem64_sl/run_2,True,False,5000,71.53845977783203
contract_nli,bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,890,,64.0,regular,left,../runs/finetune/debug/contract_nli/bert-base-cased/lr1e-05_linear_adamw_wd1e-03__mem64_sl/run_1,True,False,5000,72.11538696289062
